Querylength,domain_token_count,path_token_count,domainlength,pathLength,NumberofDotsinURL,URL_DigitCount,URL_Letter_Count,spcharUrl
0,2,1,22,0,1,0,21,0
0,2,1,11,13,1,0,23,0
0,4,5,18,24,4,3,31,2
0,2,6,12,41,2,8,39,0
0,3,8,21,44,1,0,56,6
29,3,3,14,76,6,8,62,7
0,2,5,11,61,2,4,63,1
0,3,9,18,85,2,19,74,1
0,2,5,13,38,1,0,44,5
0,2,9,15,48,2,0,54,7
0,2,2,39,1,1,0,38,0
0,3,5,13,101,1,37,48,29
63,3,3,21,73,4,4,80,11
0,2,7,14,39,2,6,40,2
0,3,2,26,1,2,0,24,0
0,4,7,15,39,3,0,49,6
0,3,3,17,20,2,0,33,0
46,3,3,18,56,3,3,63,10
0,4,6,22,38,3,0,56,6
0,2,3,15,14,2,3,23,0
36,2,3,14,65,2,3,67,7
0,2,4,9,28,1,10,23,1
0,2,2,18,1,1,0,17,0
0,2,9,6,73,2,1,73,4
0,2,2,9,82,1,32,34,28
0,5,4,21,27,5,6,34,1
0,3,3,20,11,2,2,25,0
0,3,7,18,36,4,8,36,4
0,3,6,14,39,2,0,46,2
0,3,12,15,67,3,0,73,9
0,2,3,13,13,1,0,27,1
0,3,5,17,30,3,2,43,3
0,4,2,18,6,4,14,9,2
164,4,3,21,174,4,7,162,27
0,3,2,16,9,3,0,22,0
110,3,6,17,130,2,27,93,22
0,2,2,30,10,2,1,37,0
0,2,9,12,61,1,7,57,6
0,3,4,17,33,3,1,48,1
0,4,3,21,23,3,5,33,1
0,2,15,6,108,1,1,102,9
0,2,4,12,34,1,15,27,1
27,2,4,18,50,2,14,47,4
0,2,6,13,40,1,5,42,1
0,2,3,19,15,2,0,31,0
0,3,4,16,31,2,0,40,4
0,2,6,12,29,2,0,35,4
47,3,3,15,57,3,4,60,10
0,2,13,13,68,1,6,66,11
0,10,2,98,9,9,37,60,0
0,3,5,12,37,3,0,47,2
0,3,5,25,33,3,0,56,3
0,2,7,9,38,1,3,37,3
0,5,5,25,33,3,0,50,1
47,4,3,27,57,3,4,71,11
0,2,4,10,34,2,4,36,0
0,3,6,13,45,3,0,51,0
0,3,2,16,9,3,0,22,0
0,3,7,19,77,3,3,85,0
0,2,2,16,8,1,0,26,1
0,2,4,12,36,1,15,29,1
0,3,8,21,39,2,7,42,8
0,2,13,10,67,1,6,62,10
0,2,1,11,14,1,0,24,0
0,2,5,9,60,3,8,52,5
0,4,3,20,22,3,5,37,2
72,3,3,14,82,3,8,78,12
0,2,13,8,79,1,2,76,11
46,2,6,10,104,3,29,76,3
0,3,8,23,47,3,4,61,6
0,2,4,12,37,1,15,30,1
34,4,5,24,50,4,5,56,8
44,2,3,13,54,2,0,58,7
0,3,2,15,20,2,0,36,1
0,3,2,16,11,2,0,24,0
0,2,2,14,1,1,0,13,0
0,4,3,13,19,4,10,21,1
0,2,3,8,15,1,7,13,0
0,3,1,26,0,2,0,24,0
13,2,2,11,19,1,2,24,3
13,2,2,11,19,1,1,26,2
0,2,10,17,53,2,6,54,6
0,3,2,17,1,1,0,15,1
0,4,9,21,45,2,0,55,6
0,3,3,16,16,2,0,28,2
0,2,1,14,4,1,0,17,0
120,2,3,9,130,2,5,119,18
70,3,3,15,80,3,5,78,14
0,3,2,18,5,2,0,20,0
0,3,2,17,1,2,0,15,0
0,2,8,16,61,2,26,43,1
17,2,5,14,57,1,7,58,3
0,3,2,16,1,2,0,18,1
0,3,3,16,19,2,0,31,1
0,2,6,15,36,2,0,45,2
0,3,5,24,30,2,0,44,6
0,2,6,12,26,1,7,25,1
0,4,2,15,8,3,0,18,1
0,2,6,14,81,1,27,44,24
0,2,11,13,64,1,11,59,9
11,2,5,23,35,2,2,49,3
0,3,12,16,82,4,4,85,7
13,2,2,11,19,1,2,25,2
0,3,3,20,19,3,0,39,1
0,2,3,12,19,1,0,28,1
0,2,4,12,24,2,1,31,1
0,3,13,20,91,3,0,97,6
0,3,3,23,26,3,0,49,1
0,4,2,27,1,3,0,24,0
45,3,3,17,55,3,2,62,10
0,3,1,22,0,2,0,20,0
0,2,7,6,52,1,0,51,4
76,3,3,22,86,3,7,88,15
0,2,2,10,23,1,0,30,1
0,3,3,16,20,2,0,32,1
0,2,3,12,20,2,3,31,1
0,3,2,13,9,3,0,23,1
0,3,1,25,0,2,0,27,1
0,2,2,14,10,1,0,22,0
23,4,3,23,49,3,2,63,3
38,3,6,14,58,3,20,48,3
46,3,3,13,56,3,5,55,11
131,2,4,13,154,4,25,118,24
0,4,3,14,16,4,0,29,2
0,3,11,19,65,2,17,55,8
0,2,14,15,78,1,6,77,10
0,2,11,11,56,7,0,56,1
0,4,2,18,9,2,0,23,1
0,2,18,14,108,2,8,96,13
0,3,3,26,17,3,0,39,0
0,2,2,17,1,1,0,16,0
0,2,5,14,27,1,0,36,1
41,3,3,14,45,2,7,46,8
0,2,3,14,13,1,2,22,0
28,3,11,22,115,3,1,123,12
0,2,4,11,39,1,2,44,2
0,2,10,15,45,2,14,36,0
0,2,2,7,1,1,0,6,0
31,3,4,23,46,2,2,64,5
0,2,5,12,47,1,15,39,2
0,2,8,13,35,1,10,30,3
0,4,6,24,37,3,8,49,2
0,3,2,16,1,2,0,14,0
0,3,2,14,12,2,4,19,0
0,3,6,16,29,2,0,38,4
0,2,13,9,246,1,86,86,84
0,2,6,12,25,1,5,26,1
0,6,3,40,15,6,3,49,1
0,4,4,15,25,3,0,34,2
0,2,3,10,23,1,2,28,2
0,3,6,21,35,2,16,33,1
0,2,1,11,11,1,0,21,0
0,2,7,14,48,2,0,55,5
0,3,2,21,7,2,0,25,0
67,3,3,12,72,6,2,63,6
0,2,6,14,35,2,0,43,4
54,2,4,14,69,2,6,63,11
92,2,3,22,102,2,10,99,18
0,3,6,16,52,2,0,61,4
0,2,5,16,38,2,0,53,2
0,2,2,10,4,1,0,12,0
0,4,2,19,14,4,0,29,0
0,3,4,16,40,2,0,50,3
28,2,4,18,48,1,0,58,5
0,3,4,17,26,4,0,42,1
0,2,9,14,49,6,4,50,0
0,2,13,17,63,2,0,71,12
0,2,1,10,15,1,0,23,1
0,2,5,11,25,1,0,31,4
0,3,3,19,22,3,0,37,0
0,2,2,11,14,2,0,23,0
0,3,3,18,21,3,4,31,0
0,3,3,13,15,3,0,24,0
0,2,3,23,15,1,0,35,0
52,3,4,22,67,3,5,68,13
0,3,10,26,78,3,7,90,8
0,3,2,19,15,3,0,31,0
0,2,7,11,38,1,5,37,1
162,5,3,25,174,2,25,150,27
0,2,2,25,1,1,0,24,0
0,4,4,17,26,4,0,36,1
0,3,3,18,15,2,0,29,2
6,2,3,19,17,2,6,27,1
0,3,9,24,54,3,6,62,4
0,3,2,16,1,1,3,15,3
60,2,4,20,82,2,6,82,11
0,3,4,20,25,3,0,44,1
0,2,1,11,6,1,5,11,0
0,2,12,14,87,1,8,81,5
0,4,3,20,23,3,5,38,2
0,2,5,10,30,1,0,33,5
47,2,7,10,89,2,25,60,8
0,2,3,18,12,1,0,27,1
62,4,3,28,72,3,4,86,12
0,4,8,33,57,4,0,84,6
0,2,5,7,39,1,0,37,5
0,2,7,6,56,1,0,55,2
0,2,2,15,1,1,0,14,0
0,2,2,11,14,1,0,23,0
0,3,2,21,9,2,0,27,0
0,3,3,15,18,3,0,28,1
35,3,4,15,48,3,1,51,7
0,3,6,18,42,3,11,42,3
0,2,17,8,113,2,6,98,13
0,2,14,6,121,2,62,51,0
0,2,11,21,95,3,10,93,8
0,3,6,20,28,3,0,41,2
0,2,3,13,19,2,3,26,0
0,2,7,15,53,1,0,61,5
0,2,7,17,56,4,0,66,0
0,3,2,21,9,2,0,27,0
0,3,3,16,15,2,3,24,0
0,2,4,14,23,1,0,33,1
0,3,7,15,38,3,14,31,2
0,3,2,18,5,2,0,20,0
0,2,15,11,94,1,0,94,10
0,4,4,14,53,4,14,50,3
0,2,2,11,11,1,0,20,0
0,2,9,10,45,1,0,46,5
0,3,2,16,14,2,0,27,1
0,2,6,13,37,4,0,44,0
0,2,19,13,106,1,5,99,17
0,2,4,13,30,1,7,32,2
0,3,2,14,7,2,0,18,0
0,2,6,18,37,2,0,49,4
34,4,3,18,47,3,2,54,4
0,2,3,11,22,1,0,30,1
22,2,3,16,31,2,7,30,8
0,2,18,8,81,1,6,69,16
0,2,4,12,36,1,15,29,1
0,4,5,22,28,4,0,43,0
7,3,5,14,37,3,1,47,4
0,2,12,11,67,1,8,62,8
0,2,11,11,52,1,14,38,6
49,3,3,33,59,3,6,78,10
0,3,2,20,9,3,1,25,0
40,3,3,18,50,3,4,58,8
42,3,9,29,88,3,0,102,5
0,3,2,21,12,3,0,34,1
0,3,9,14,63,3,12,55,7
0,3,4,16,29,2,0,40,2
0,2,1,7,5,1,1,14,1
0,2,4,22,21,1,7,32,0
0,2,2,13,1,1,3,9,0
0,3,9,17,39,5,0,46,1
0,2,11,6,100,1,1,98,5
0,3,3,17,20,2,1,32,0
0,2,9,14,61,2,3,63,6
96,2,4,13,119,5,28,88,15
0,2,2,24,1,1,0,23,0
0,2,3,22,25,2,0,43,1
0,2,10,15,64,1,21,52,1
0,2,15,12,83,1,10,74,11
0,3,9,22,71,3,3,84,6
0,2,7,10,51,1,10,44,4
0,2,13,11,66,1,0,68,8
0,2,4,14,30,2,0,40,0
0,2,4,11,19,1,1,25,3
0,2,2,13,17,1,0,28,1
0,2,7,14,56,1,0,63,5
0,4,3,20,24,4,0,43,1
0,3,1,30,24,2,0,50,2
33,3,3,13,82,5,1,77,9
160,5,5,39,188,3,23,195,9
13,2,2,11,19,1,1,26,2
0,2,4,9,18,1,2,21,0
0,3,2,16,9,2,0,22,0
0,2,17,15,92,2,6,84,12
0,2,8,14,46,2,7,45,5
0,3,13,12,80,2,5,73,11
0,2,1,15,0,1,0,14,0
0,3,4,15,20,2,0,34,2
60,4,5,17,88,3,25,74,6
0,3,3,18,29,2,27,16,0
0,3,6,12,25,2,12,18,3
0,3,3,14,16,3,0,30,2
0,4,1,14,3,3,12,6,1
0,2,2,26,14,1,1,41,1
0,2,2,30,1,1,0,29,0
18,3,4,18,36,3,13,35,2
0,2,2,12,1,1,0,11,0
0,2,12,15,61,1,8,56,7
0,2,3,20,15,1,0,32,2
9,2,3,14,19,2,5,24,2
0,2,1,9,0,1,0,8,0
0,2,10,22,41,1,11,42,6
134,2,3,13,149,3,25,100,39
0,3,19,15,91,3,8,82,17
43,2,12,15,100,1,6,94,17
11,2,2,13,12,1,1,22,1
0,3,5,20,24,3,0,42,2
0,2,9,21,44,1,12,44,4
0,3,2,26,1,2,0,24,0
0,3,4,27,17,3,4,40,1
0,3,2,13,3,2,0,13,0
0,2,6,9,52,2,0,55,2
0,3,11,18,64,3,0,70,8
77,3,3,21,87,3,7,89,14
0,3,12,24,63,2,6,68,8
0,2,6,15,35,2,0,44,2
0,2,10,13,57,1,7,53,5
0,3,1,16,0,2,0,14,0
0,2,1,11,5,1,5,10,0
0,3,2,26,13,3,0,36,0
7,2,4,11,25,2,6,25,2
0,3,9,18,77,3,2,87,6
0,4,3,24,16,3,0,35,0
0,2,9,11,48,2,0,50,4
0,2,3,12,23,2,4,33,1
0,3,10,13,54,2,5,51,7
0,4,1,38,23,2,0,56,3
0,4,2,26,7,4,0,33,1
0,2,4,22,23,2,0,41,2
0,3,7,15,50,2,8,49,6
0,2,3,18,14,1,0,29,1
0,2,4,16,20,2,6,26,0
0,2,5,17,26,2,2,36,1
25,2,6,12,45,3,16,32,6
47,3,3,22,57,3,4,67,10
18,2,3,9,45,1,2,47,3
0,3,9,16,53,2,0,59,7
0,2,2,18,6,1,0,27,1
0,2,5,12,33,2,1,39,1
0,2,4,13,24,2,0,33,0
14,2,3,12,26,2,8,26,2
5,3,3,17,10,2,0,22,2
0,2,12,16,87,1,7,84,8
0,3,3,16,22,2,0,34,1
11,3,6,16,57,2,5,65,4
0,3,2,17,16,2,0,30,0
9,2,3,11,19,2,4,22,2
0,3,2,15,11,2,0,23,0
0,3,3,16,13,2,0,29,1
0,2,1,10,0,1,0,9,0
0,3,11,24,48,2,8,52,6
0,2,2,12,15,1,3,21,1
0,3,5,16,17,4,2,25,0
0,2,4,10,18,2,0,24,1
0,2,6,11,26,2,2,29,3
0,2,11,8,71,1,2,70,9
47,3,3,19,79,6,2,77,6
0,4,8,25,49,3,1,67,4
77,4,3,30,87,3,5,98,16
0,3,1,14,5,1,0,21,2
0,5,3,24,7,3,0,29,2
0,2,4,12,22,1,0,30,1
0,2,3,11,19,1,0,27,1
0,3,5,17,70,2,9,77,2
0,3,3,17,19,2,0,32,0
18,3,5,14,45,3,6,48,5
0,2,18,18,122,2,7,115,11
0,2,2,22,1,1,0,21,0
0,3,2,14,12,2,4,19,0
0,2,3,14,12,1,0,23,0
0,3,9,23,52,3,6,59,5
0,3,2,23,1,2,0,21,0
0,2,5,13,47,2,0,55,0
0,5,3,20,9,3,0,23,1
0,3,4,23,31,3,0,53,2
0,2,7,17,124,1,67,67,1
0,2,8,13,68,2,0,77,4
0,2,1,17,14,1,0,30,0
0,2,5,16,24,1,2,33,0
36,2,2,14,63,5,1,62,3
0,3,3,17,14,2,0,27,0
0,4,2,21,6,4,17,9,2
0,4,2,15,13,4,12,16,1
0,2,20,13,109,1,10,92,17
0,2,12,12,109,1,36,73,9
47,2,4,6,67,2,1,61,8
0,2,3,12,18,1,0,27,1
0,6,1,38,0,3,0,33,2
0,5,4,16,119,3,25,107,4
0,3,8,15,60,2,0,70,6
0,3,2,15,9,3,0,21,0
0,2,8,12,41,1,8,37,6
0,2,8,15,45,2,6,46,4
265,7,5,45,299,3,47,270,20
0,2,2,12,11,2,5,16,0
0,4,3,17,14,3,0,25,1
0,2,9,19,65,2,8,67,4
0,2,14,19,92,1,0,97,10
73,3,2,31,82,4,3,99,12
0,3,3,16,22,2,0,32,3
0,3,4,11,23,3,10,19,0
13,2,2,11,19,1,4,23,2
0,2,5,9,33,2,0,37,0
0,2,9,12,60,1,0,63,5
0,2,2,14,9,1,0,21,0
57,2,3,9,67,3,19,51,9
0,2,4,8,18,1,0,22,3
0,3,5,18,27,3,6,33,1
0,2,6,9,32,1,1,34,3
48,2,9,10,83,1,16,65,12
0,4,10,17,69,4,9,65,8
0,2,11,12,66,1,7,60,9
0,3,4,19,22,3,1,34,1
13,2,4,16,37,2,5,43,2
0,2,8,8,57,2,8,53,3
0,3,7,17,55,2,4,60,5
0,3,2,13,1,2,0,11,0
0,4,2,25,10,4,0,35,1
152,2,5,12,174,2,71,105,6
0,2,7,10,59,1,5,57,4
0,2,1,17,0,1,0,16,0
0,3,2,12,9,2,0,18,0
0,3,2,22,1,2,0,20,0
0,2,8,7,163,3,63,58,48
0,3,8,16,44,4,11,37,7
198,2,3,17,208,2,28,191,9
10,4,2,27,19,2,0,45,4
0,2,3,16,18,1,0,31,1
0,3,5,15,36,3,0,45,2
0,2,10,17,55,2,0,66,8
36,3,3,18,41,4,0,52,5
0,2,1,12,12,1,0,23,0
7,2,4,15,23,2,4,29,3
0,2,2,20,1,1,0,19,0
0,10,7,109,40,8,34,100,1
0,2,2,22,15,2,5,30,0
0,4,4,14,58,4,36,34,2
0,3,5,16,39,2,0,47,5
14,4,8,20,67,7,0,73,5
24,2,3,10,34,2,1,36,5
27,3,5,26,59,3,2,76,2
0,3,3,17,17,2,0,30,1
0,2,2,8,1,1,0,7,0
0,3,2,44,1,2,0,42,0
0,4,3,22,22,3,0,39,0
0,4,2,24,1,3,0,21,0
0,2,3,8,32,2,0,41,1
0,2,2,9,25,1,0,30,2
122,3,3,14,132,3,6,118,24
0,3,2,18,16,3,0,31,0
42,3,3,15,52,3,5,56,8
0,2,3,7,24,1,0,28,1
17,2,5,13,47,2,3,53,5
0,2,4,10,31,1,20,16,1
0,4,6,30,35,3,16,41,1
0,3,2,16,1,2,0,14,0
74,2,4,10,89,2,5,77,19
0,3,3,10,14,3,9,11,1
0,2,2,13,21,1,7,25,0
0,3,1,37,0,2,4,31,0
55,3,3,24,65,3,5,74,12
0,4,8,25,53,3,24,48,4
0,2,6,19,41,2,0,54,0
0,3,3,14,30,1,0,44,2
0,5,7,24,54,5,4,68,4
6,2,2,15,7,1,4,15,2
0,4,2,13,12,4,10,15,1
0,3,2,14,6,2,0,17,0
0,2,1,21,4,1,0,24,0
30,2,3,11,47,2,12,38,6
0,4,2,22,12,3,0,34,2
0,2,5,10,19,1,6,18,2
0,2,8,9,67,1,6,62,5
0,2,2,19,1,1,0,18,0
0,4,2,18,16,2,0,30,2
28,4,3,19,53,2,1,65,8
0,3,7,17,37,2,0,46,1
0,4,2,26,9,3,0,31,1
0,3,3,17,24,2,4,37,2
0,2,3,14,34,2,0,48,2
0,2,1,16,0,1,0,15,0
0,2,3,13,19,2,0,29,0
35,2,3,16,45,2,0,56,8
0,2,4,11,25,1,8,24,1
0,2,19,6,145,1,8,128,14
0,2,3,19,25,2,0,41,0
0,2,2,9,1,1,0,8,0
88,4,3,20,98,3,5,99,16
0,3,22,11,116,2,15,93,18
0,2,2,11,12,1,0,21,1
7,2,12,20,59,3,10,56,6
0,3,1,23,29,2,0,47,3
41,3,3,17,92,5,4,87,10
0,4,2,19,6,3,0,20,1
0,2,4,10,19,2,0,25,1
0,3,3,18,16,2,0,30,1
64,4,3,18,74,5,5,76,11
0,3,3,21,22,3,0,39,0
0,4,3,15,15,4,13,16,1
60,2,3,9,70,3,17,53,8
0,2,4,8,28,1,0,32,2
0,3,1,11,0,2,0,9,0
0,5,2,24,1,3,0,20,1
0,2,7,21,41,1,1,54,4
0,3,12,17,50,4,17,41,8
0,2,2,10,14,1,12,10,1
53,2,4,12,110,7,34,80,5
0,3,1,17,3,2,0,18,0
0,2,3,13,18,1,0,28,0
0,2,2,16,1,1,0,15,0
0,2,10,17,65,1,2,74,6
0,2,3,12,22,2,3,33,1
0,2,22,14,104,2,8,92,15
0,2,3,8,15,1,7,13,0
0,4,8,21,52,3,0,63,2
60,3,4,20,80,3,7,82,12
0,3,7,16,46,2,8,45,6
0,2,2,15,8,1,0,21,0
0,3,4,12,24,3,1,34,2
0,2,1,18,0,1,0,17,0
0,4,2,20,6,4,16,9,2
0,2,2,10,1,1,0,9,0
0,2,3,10,13,1,0,20,2
0,3,7,21,45,3,5,57,2
0,3,1,16,8,2,0,22,0
0,4,2,18,2,4,14,5,2
47,4,3,27,57,3,9,64,8
0,2,5,19,73,2,7,74,6
0,2,2,28,6,1,0,32,0
0,3,4,15,23,2,0,33,0
0,2,2,21,8,2,2,25,0
0,3,8,24,33,2,8,40,3
0,3,3,16,19,2,0,31,1
0,2,5,11,31,3,0,37,0
68,4,3,18,78,3,4,79,15
287,5,3,28,310,7,96,187,48
0,2,13,17,86,2,11,79,7
0,2,2,12,16,1,3,22,1
0,2,1,18,0,1,0,17,0
0,4,2,13,9,3,0,18,0
0,4,1,31,0,2,5,23,1
0,4,2,20,8,3,0,24,0
0,2,1,14,0,1,0,13,0
0,4,3,18,29,4,24,21,2
48,4,3,19,58,3,5,63,11
0,3,2,16,14,2,0,27,0
0,2,1,13,0,1,0,12,0
0,3,4,22,33,3,1,49,0
0,3,9,54,70,2,0,114,8
0,3,3,27,18,2,0,41,2
51,3,3,15,83,6,2,76,7
0,3,3,22,14,3,0,32,0
0,2,1,16,0,1,0,15,0
0,2,8,9,48,1,4,45,6
73,3,3,10,83,3,3,78,14
0,2,6,11,32,2,0,37,3
0,2,8,8,47,1,0,47,5
119,3,3,23,129,3,11,122,21
0,2,5,15,141,2,28,102,27
0,2,2,16,10,2,0,24,0
36,3,4,15,88,7,2,80,7
0,4,3,15,24,2,0,34,2
0,2,12,12,78,5,0,82,3
0,2,2,16,1,1,0,15,0
14,3,8,21,71,3,2,84,4
0,2,6,15,39,1,1,47,1
0,3,3,32,17,3,0,45,1
0,3,9,20,62,2,6,66,8
0,3,9,19,52,2,2,63,6
9,2,3,9,29,2,7,27,2
0,3,12,19,76,2,17,65,9
0,2,1,11,11,1,0,21,0
0,3,8,22,45,2,2,56,4
13,2,2,11,19,1,0,27,2
0,2,9,12,54,1,6,51,5
0,2,2,10,1,1,0,9,0
56,2,5,13,80,2,4,80,11
0,3,6,17,37,3,0,47,0
0,2,5,24,28,1,0,47,2
0,2,11,18,67,1,13,61,9
17,2,3,12,24,2,10,21,3
0,2,9,11,47,1,8,41,4
25,3,3,17,40,2,17,35,2
0,2,2,11,10,1,4,15,0
0,3,3,16,25,2,0,35,3
7,2,3,18,17,2,3,28,2
49,2,3,10,59,2,8,54,10
0,2,2,14,1,1,0,13,0
0,2,3,20,11,2,3,25,0
57,3,3,26,67,3,5,78,12
0,2,3,13,21,1,0,31,1
0,2,6,10,45,1,4,45,4
13,2,2,11,19,1,0,27,2
68,3,3,15,72,2,5,75,9
0,3,6,16,38,2,4,43,4
0,4,5,20,38,4,0,51,0
0,3,11,17,63,5,0,68,1
0,2,3,21,23,1,0,41,1
0,3,2,24,1,2,0,22,0
0,2,1,17,0,1,0,16,0
0,3,4,10,23,3,9,19,0
0,3,10,11,63,3,3,64,4
13,2,2,11,19,1,3,24,2
0,2,6,21,39,2,6,48,3
0,3,2,16,15,2,0,28,0
0,2,2,22,1,1,0,21,0
0,3,7,18,96,2,24,42,43
0,2,8,10,106,2,7,94,9
0,3,7,25,40,3,0,57,4
0,2,7,14,38,2,10,35,3
5,2,4,18,31,2,0,44,2
0,3,6,17,47,3,6,50,1
0,2,2,15,14,1,0,27,0
0,2,3,15,18,2,0,30,0
42,2,4,13,60,2,17,41,18
0,2,1,10,0,1,1,8,0
0,9,2,49,33,3,19,54,5
0,3,6,15,26,2,7,27,1
0,2,9,11,81,2,23,60,1
0,3,8,24,56,2,3,72,4
0,3,7,19,49,2,0,64,4
0,4,3,16,17,4,0,32,1
40,3,3,14,68,6,2,73,9
0,2,1,12,0,1,0,11,0
0,3,10,16,54,2,0,59,8
3,2,3,9,22,1,1,25,3
0,2,3,55,13,2,4,65,1
0,3,2,22,7,2,0,26,0
54,2,3,11,64,2,5,63,10
59,3,3,34,69,3,5,86,14
22,2,5,11,39,2,10,30,6
0,3,15,30,58,4,6,66,1
0,2,3,12,21,1,0,30,1
5,6,3,27,15,4,2,32,4
0,3,1,35,10,2,1,40,2
0,4,3,12,17,4,11,17,1
139,2,2,12,144,3,17,112,24
0,2,3,14,17,1,0,28,1
100,4,3,25,110,3,3,114,20
62,2,7,18,94,1,24,66,19
0,2,6,13,39,1,5,41,1
0,2,2,15,1,1,0,14,0
0,2,4,24,32,2,0,52,1
7,4,3,26,17,3,1,40,4
0,3,4,24,35,2,0,51,4
0,2,6,14,32,1,2,37,1
0,3,5,26,33,2,0,53,3
0,3,2,39,1,2,0,37,0
0,2,15,11,81,1,0,81,10
0,3,15,18,32,2,14,24,14
0,3,2,22,4,2,0,23,0
0,2,9,11,75,1,0,81,8
0,2,8,11,63,2,9,57,2
8,2,4,16,25,2,5,31,2
0,3,2,50,1,2,0,48,0
49,3,6,14,70,3,20,58,5
0,4,5,21,24,2,0,38,5
0,2,7,14,39,2,0,46,2
0,2,2,10,11,1,9,10,1
0,3,4,20,24,3,1,38,0
0,2,4,9,17,1,0,22,0
6,2,3,9,24,2,3,26,2
0,2,15,17,87,1,8,85,11
0,2,7,10,40,1,10,33,4
0,2,3,16,15,1,0,28,0
0,3,3,15,7,2,0,18,0
0,2,6,9,34,1,8,29,2
0,2,7,7,35,2,7,28,1
0,3,2,24,9,3,0,34,1
0,3,2,14,8,2,0,19,1
18,2,4,13,33,2,5,34,5
0,3,4,12,19,3,0,30,1
0,2,6,12,25,1,0,31,2
0,2,4,12,34,2,17,30,2
17,3,4,23,31,2,0,51,5
12,3,4,17,27,2,8,30,3
0,2,2,18,1,1,0,17,0
0,3,18,30,115,3,7,123,16
0,2,2,18,10,2,0,30,1
0,4,2,16,13,3,6,19,0
9,4,8,20,52,3,3,62,5
0,2,2,12,8,1,3,15,0
0,2,17,23,110,1,14,99,15
0,3,4,10,25,3,4,26,0
0,2,2,23,14,2,0,35,0
14,3,10,14,58,4,3,61,3
0,2,7,20,41,2,2,52,2
0,2,1,12,7,1,3,15,0
0,4,1,44,0,3,5,36,0
8,4,2,15,17,3,2,29,3
0,2,11,9,68,2,7,59,7
0,4,12,25,46,4,6,55,9
11,3,3,11,27,2,8,25,2
107,2,3,12,117,4,7,106,17
0,3,2,23,1,2,3,18,0
70,3,3,16,80,3,4,80,14
0,2,2,15,10,1,0,28,1
15,2,4,13,32,3,8,31,2
0,3,2,13,9,2,0,19,0
0,2,5,9,31,1,6,29,4
0,3,5,30,27,3,6,45,1
0,3,7,25,42,2,16,43,2
0,3,4,13,27,3,0,34,1
55,4,3,18,65,3,4,68,13
0,4,3,13,23,4,11,24,1
0,4,2,14,10,4,12,12,1
6,2,4,16,22,2,3,30,2
0,2,3,8,15,1,7,13,0
0,3,2,15,13,2,0,25,1
0,2,13,8,74,1,0,73,12
13,2,2,25,14,1,0,35,3
0,2,4,18,37,2,12,39,1
66,3,3,13,74,3,25,48,16
